0.752688 0.00111106
0.803288 0.00148796
0.842211 0.00191806
0.883021 0.00244749
0.925808 0.00312307
0.970668 0.00398512
1.01770 0.00505936
1.06701 0.00632607
1.11872 0.00786985
1.17292 0.00984022
1.22976 0.0122416
1.29699 0.0157001
1.37602 0.0204034
1.45987 0.0265156
1.53968 0.0335438
1.62386 0.0420488
1.72281 0.0530054
1.82778 0.0665461
1.93915 0.0835459
2.06951 0.104888
2.22174 0.133841
2.39931 0.167350
2.60644 0.211385
2.83146 0.265848
3.11250 0.332730
3.46216 0.416035
3.89692 0.515258
4.43847 0.623776
5.05529 0.729113
5.75781 0.813789
6.55797 0.886755
7.46933 0.934673
8.50734 0.968049
9.68960 0.984271
11.0362 0.997998
12.5698 0.999842
14.3167 0.999842
16.3062 0.999842
18.5723 0.999842
21.1533 0.999842
24.0929 0.999842
27.4411 0.999842
31.2546 0.999842
35.5980 0.999842
40.5451 0.999842
46.1796 0.987913
52.2869 0.886919
56.8009 0.711490
59.2020 0.573860
61.3407 0.454315
63.1819 0.354836
64.6945 0.279494
66.2434 0.214630
67.8293 0.158258
69.4532 0.113766
70.4184 0.0841705
71.5378 0.0674306
72.6751 0.0522217
73.6851 0.0401702
74.5619 0.0313213
75.4492 0.0250496
76.3470 0.0193341
77.2555 0.0146227
78.1748 0.0108921
79.1050 0.00844972
79.8887 0.00606395
80.8394 0.00438136
81.9628 0.00338741
82.9381 0.00260128
83.7597 0.00191157
84.4229 0.00156547
