9.6258150e-1 5.5153478e-7
1.4988344e+0 8.7511730e-7
2.1384239e+0 1.1833685e-6
2.6582123e+0 1.4844025e-6
3.4387895e+0 1.9432618e-6
4.2640990e+0 2.4249814e-6
5.2571544e+0 3.0056178e-6
6.4638060e+0 3.7276086e-6
8.0417352e+0 4.6581872e-6
9.6286107e+0 5.5638135e-6
1.2125787e+1 7.0067404e-6
1.4030261e+1 8.0848399e-6
1.6209839e+1 9.4231798e-6
1.8251865e+1 1.0703110e-5
2.0293891e+1 1.1972504e-5
2.2335917e+1 1.3200526e-5
2.4377943e+1 1.4455978e-5
2.6419968e+1 1.5723663e-5
2.8461994e+1 1.7001166e-5
3.0504020e+1 1.8289053e-5
3.2546046e+1 1.9657802e-5
3.4588072e+1 2.0985954e-5
3.6630098e+1 2.2159698e-5
3.8672124e+1 2.3715305e-5
4.0714150e+1 2.5060946e-5
4.2756176e+1 2.6415569e-5
4.4798202e+1 2.7725457e-5
4.6840228e+1 2.9026269e-5
4.8882254e+1 3.0478968e-5
5.0924280e+1 3.1625322e-5
5.2966305e+1 3.2940862e-5
5.5008331e+1 3.4447348e-5
5.7050357e+1 3.5708056e-5
5.9092383e+1 3.7035862e-5
6.1134409e+1 3.8609236e-5
6.3176435e+1 4.0283640e-5
6.5218461e+1 4.1845494e-5
6.7260487e+1 4.3372050e-5
6.9302513e+1 4.4946663e-5
7.1344539e+1 4.6538909e-5
7.3386565e+1 4.7902006e-5
7.5428591e+1 4.9388826e-5
7.7470617e+1 5.0792250e-5
7.9512642e+1 5.2279924e-5
8.1554668e+1 5.3628722e-5
8.3596694e+1 5.5199475e-5
8.5638720e+1 5.6527522e-5
8.7680746e+1 5.7985906e-5
8.9722772e+1 5.9532442e-5
9.1764798e+1 6.0861296e-5
9.3806824e+1 6.2325561e-5
9.5848850e+1 6.3716762e-5
9.7890876e+1 6.5249727e-5
1.0000000e+2 6.6275639e-5
