7.2689860e-2 1.9390321e-6
3.2839042e+0 1.9458453e-6
5.2571544e+0 1.9340992e-6
7.2991803e+0 1.9340992e-6
9.3412062e+0 1.9406792e-6
1.1383232e+1 1.9340992e-6
1.3425258e+1 1.9340992e-6
1.5467284e+1 1.9340992e-6
1.7509310e+1 1.9340992e-6
1.9551336e+1 1.9340992e-6
2.1593362e+1 1.9340992e-6
2.3635388e+1 1.9340992e-6
2.5677414e+1 1.9340992e-6
2.7719440e+1 1.9340992e-6
2.9761465e+1 1.9340992e-6
3.1803491e+1 1.9340992e-6
3.3845517e+1 1.9340992e-6
3.5887543e+1 1.9406792e-6
3.7929569e+1 1.9340992e-6
3.9971595e+1 1.9340992e-6
4.2013621e+1 1.9340992e-6
4.4055647e+1 1.9340992e-6
4.6097673e+1 1.9340992e-6
4.8139699e+1 1.9340992e-6
5.0181725e+1 1.9340992e-6
5.2223751e+1 1.9340992e-6
5.4265776e+1 1.9340992e-6
5.6307802e+1 1.9340992e-6
5.8349828e+1 1.9340992e-6
6.0391854e+1 1.9340992e-6
6.2433880e+1 1.9340992e-6
6.4475906e+1 1.9439776e-6
6.6517932e+1 1.9340992e-6
6.8559958e+1 1.9340992e-6
7.0601984e+1 1.9340992e-6
7.2644010e+1 1.9340992e-6
7.4686036e+1 1.9340992e-6
7.6728062e+1 1.9340992e-6
7.8770088e+1 1.9340992e-6
8.0812113e+1 1.9340992e-6
8.2854139e+1 1.9340992e-6
8.4896165e+1 1.9340992e-6
8.6938191e+1 1.9340992e-6
8.8980217e+1 1.9340992e-6
9.1022243e+1 1.9340992e-6
9.3064269e+1 1.9340992e-6
9.5106295e+1 1.9340992e-6
9.7148321e+1 1.9340992e-6
9.9871208e+1 1.9405463e-6
