9.3378513e-2 3.6011791e-6
3.4935865e+0 3.5825416e-6
6.0822153e+0 3.5862614e-6
8.6914707e+0 3.5758558e-6
1.1290413e+1 3.5825416e-6
1.3889355e+1 3.5825416e-6
1.6488297e+1 3.5825416e-6
1.9087239e+1 3.5825416e-6
2.1686181e+1 3.5825416e-6
2.4285123e+1 3.5825416e-6
2.6884065e+1 3.5825416e-6
2.9483007e+1 3.5791971e-6
3.2081949e+1 3.5791971e-6
3.4680892e+1 3.5791971e-6
3.7279834e+1 3.5591957e-6
3.9878776e+1 3.5791971e-6
4.2477718e+1 3.5791971e-6
4.5076660e+1 3.5791971e-6
4.7675602e+1 3.5791971e-6
5.0274544e+1 3.5564733e-6
5.2595028e+1 3.5685691e-6
5.4776283e+1 3.5996147e-6
5.6626040e+1 3.5825416e-6
5.8257009e+1 3.5825416e-6
6.0577493e+1 3.5825416e-6
6.3176435e+1 3.5825416e-6
6.5775377e+1 3.5825416e-6
6.8374319e+1 3.5825416e-6
7.0880442e+1 3.5825416e-6
7.3479384e+1 3.5791971e-6
7.6078326e+1 3.5791971e-6
7.8677268e+1 3.5791971e-6
8.1276210e+1 3.5791971e-6
8.3875152e+1 3.5791971e-6
8.6474094e+1 3.5791971e-6
8.9073037e+1 3.5791971e-6
9.1671979e+1 3.5791971e-6
9.4270921e+1 3.5791971e-6
9.6869863e+1 3.5791971e-6
9.9970924e+1 3.5825416e-6
